"Date","Price","Open","High","Low","Vol.","Change %"
"07/29/2025","118,110.0","118,200.0","119,410.0","117,130.0","0.40K","-0.06%"
"07/28/2025","118,180.0","119,590.0","119,900.0","117,630.0","0.29K","-1.18%"
"07/27/2025","119,590.0","118,030.0","119,870.0","117,960.0","0.18K","1.32%"
"07/26/2025","118,030.0","117,700.0","118,430.0","117,260.0","0.10K","0.28%"
"07/25/2025","117,700.0","118,380.0","118,520.0","114,820.0","0.37K","-0.57%"
"07/24/2025","118,380.0","118,900.0","119,590.0","117,260.0","0.22K","-0.44%"
"07/23/2025","118,900.0","119,970.0","120,110.0","117,470.0","0.47K","-0.89%"
"07/22/2025","119,970.0","117,460.0","120,250.0","116,160.0","0.33K","2.14%"
"07/21/2025","117,460.0","117,240.0","119,630.0","116,550.0","0.26K","0.19%"
"07/20/2025","117,240.0","117,900.0","118,790.0","116,480.0","0.16K","-0.56%"
"07/19/2025","117,900.0","118,000.0","118,480.0","117,300.0","0.05K","-0.08%"
"07/18/2025","118,000.0","119,250.0","120,920.0","116,930.0","0.24K","-1.05%"
"07/17/2025","119,250.0","118,680.0","121,050.0","117,500.0","0.40K","0.45%"
"07/16/2025","118,710.0","117,830.0","120,080.0","117,180.0","0.22K","0.75%"
"07/15/2025","117,830.0","119,840.0","119,920.0","115,860.0","0.65K","-1.68%"
"07/14/2025","119,840.0","118,940.0","123,010.0","118,790.0","0.46K","0.76%"
"07/13/2025","118,940.0","117,280.0","119,290.0","117,140.0","0.23K","1.42%"
"07/12/2025","117,280.0","117,400.0","118,070.0","116,720.0","0.06K","-0.11%"
"07/11/2025","117,410.0","115,960.0","118,760.0","115,230.0","0.40K","1.26%"
"07/10/2025","115,950.0","111,380.0","117,210.0","110,730.0","1.64K","4.10%"
"07/09/2025","111,380.0","109,060.0","111,990.0","108,480.0","0.40K","2.13%"
"07/08/2025","109,060.0","108,420.0","109,340.0","107,640.0","0.20K","0.59%"
"07/07/2025","108,420.0","109,380.0","109,820.0","107,700.0","0.16K","-0.88%"
"07/06/2025","109,380.0","108,330.0","109,860.0","107,980.0","0.15K","0.97%"
"07/05/2025","108,330.0","108,200.0","108,540.0","107,930.0","0.04K","0.12%"
"07/04/2025","108,200.0","109,760.0","109,910.0","107,470.0","0.19K","-1.42%"
"07/03/2025","109,760.0","108,990.0","110,700.0","108,720.0","0.16K","0.72%"
"07/02/2025","108,980.0","105,920.0","109,900.0","105,350.0","0.33K","2.89%"
"07/01/2025","105,920.0","107,250.0","107,620.0","105,460.0","1.32K","-1.24%"
"06/30/2025","107,250.0","108,370.0","108,790.0","106,950.0","0.61K","-1.03%"
"06/29/2025","108,370.0","107,340.0","108,540.0","107,220.0","0.08K","0.96%"
"06/28/2025","107,340.0","107,100.0","107,550.0","106,890.0","0.12K","0.22%"
"06/27/2025","107,100.0","106,950.0","107,750.0","106,470.0","0.15K","0.14%"
"06/26/2025","106,950.0","107,340.0","108,250.0","106,520.0","0.13K","-0.36%"
"06/25/2025","107,340.0","106,100.0","108,120.0","105,930.0","0.16K","1.23%"
"06/24/2025","106,040.0","105,530.0","106,340.0","104,810.0","0.20K","0.49%"
"06/23/2025","105,520.0","101,200.0","106,200.0","99,897.0","1.03K","4.27%"
"06/22/2025","101,200.0","102,220.0","103,420.0","98,594.0","2.16K","-0.98%"
"06/21/2025","102,200.0","103,380.0","104,120.0","101,040.0","0.74K","-1.14%"
"06/20/2025","103,380.0","104,780.0","106,580.0","102,500.0","0.73K","-1.34%"
"06/19/2025","104,780.0","105,040.0","105,340.0","104,080.0","0.48K","-0.25%"
"06/18/2025","105,040.0","104,740.0","105,660.0","103,640.0","1.06K","0.26%"
"06/17/2025","104,770.0","106,800.0","107,780.0","103,460.0","0.77K","-1.90%"
"06/16/2025","106,800.0","105,740.0","108,960.0","105,190.0","0.29K","1.00%"
"06/15/2025","105,740.0","105,600.0","106,260.0","104,710.0","0.36K","0.13%"
"06/14/2025","105,600.0","106,090.0","106,200.0","104,480.0","0.34K","-0.46%"
"06/13/2025","106,090.0","105,720.0","106,180.0","102,730.0","0.65K","0.29%"
"06/12/2025","105,780.0","108,610.0","108,740.0","105,740.0","0.31K","-2.61%"
"06/11/2025","108,610.0","110,180.0","110,270.0","108,010.0","0.39K","-1.42%"
"06/10/2025","110,180.0","110,300.0","110,320.0","108,320.0","0.31K","-0.11%"
"06/09/2025","110,300.0","105,830.0","110,680.0","105,440.0","0.35K","4.22%"
"06/08/2025","105,830.0","105,680.0","106,530.0","105,060.0","0.11K","0.14%"
"06/07/2025","105,680.0","104,450.0","106,000.0","104,050.0","0.11K","1.18%"
"06/06/2025","104,450.0","101,680.0","105,400.0","101,270.0","0.57K","2.73%"
"06/05/2025","101,670.0","104,580.0","105,860.0","100,530.0","1.93K","-2.78%"
"06/04/2025","104,580.0","105,400.0","105,920.0","104,250.0","0.22K","-0.78%"
"06/03/2025","105,400.0","105,880.0","106,760.0","104,880.0","0.32K","-0.45%"
"06/02/2025","105,880.0","105,630.0","105,990.0","103,720.0","0.34K","0.25%"
"06/01/2025","105,620.0","104,660.0","105,850.0","103,810.0","0.14K","0.92%"
"05/31/2025","104,660.0","104,030.0","104,940.0","103,110.0","0.19K","0.61%"
"05/30/2025","104,030.0","105,590.0","106,260.0","103,470.0","0.47K","-1.47%"
"05/29/2025","105,580.0","107,760.0","108,870.0","105,350.0","0.96K","-2.02%"
"05/28/2025","107,760.0","108,850.0","109,200.0","106,750.0","0.73K","-1.00%"
"05/27/2025","108,850.0","109,390.0","110,700.0","107,610.0","0.72K","-0.49%"
"05/26/2025","109,390.0","108,890.0","110,400.0","108,550.0","0.80K","0.46%"
"05/25/2025","108,890.0","107,540.0","109,170.0","106,450.0","0.43K","1.26%"
"05/24/2025","107,540.0","107,210.0","109,420.0","106,770.0","0.86K","0.31%"
"05/23/2025","107,210.0","111,640.0","111,690.0","106,720.0","0.92K","-3.97%"
"05/22/2025","111,640.0","109,640.0","111,880.0","109,230.0","0.79K","1.83%"
"05/21/2025","109,630.0","106,730.0","110,660.0","106,020.0","0.89K","2.74%"
"05/20/2025","106,710.0","105,500.0","107,220.0","104,140.0","0.72K","1.15%"
"05/19/2025","105,500.0","106,510.0","107,020.0","102,080.0","0.66K","-0.95%"
"05/18/2025","106,510.0","103,140.0","106,580.0","103,140.0","0.51K","3.27%"
"05/17/2025","103,140.0","103,450.0","103,670.0","102,630.0","0.18K","-0.30%"
"05/16/2025","103,450.0","103,700.0","104,510.0","103,110.0","0.19K","-0.24%"
"05/15/2025","103,700.0","103,550.0","104,160.0","101,440.0","0.35K","0.14%"
"05/14/2025","103,550.0","104,160.0","104,300.0","102,590.0","0.21K","-0.59%"
"05/13/2025","104,160.0","102,860.0","104,980.0","101,500.0","0.37K","1.26%"
"05/12/2025","102,860.0","104,090.0","105,660.0","100,870.0","0.76K","-1.18%"
"05/11/2025","104,090.0","104,780.0","104,880.0","103,320.0","0.67K","-0.56%"
"05/10/2025","104,680.0","102,940.0","104,920.0","102,800.0","0.68K","1.69%"
"05/09/2025","102,940.0","103,290.0","104,330.0","102,360.0","0.79K","-0.30%"
"05/08/2025","103,250.0","97,121.0","103,850.0","96,980.0","1.29K","6.31%"
"05/07/2025","97,119.0","96,933.0","97,840.0","95,944.0","0.46K","0.19%"
"05/06/2025","96,933.0","94,990.0","96,999.0","93,664.0","0.61K","2.05%"
"05/05/2025","94,990.0","94,704.0","95,407.0","93,988.0","2.41K","0.30%"
"05/04/2025","94,704.0","96,065.0","96,439.0","94,703.0","2.94K","-1.42%"
"05/03/2025","96,065.0","96,887.0","96,945.0","96,065.0","1.06K","-0.85%"
"05/02/2025","96,887.0","96,467.0","97,915.0","96,381.0","0.36K","0.44%"
"05/01/2025","96,467.0","94,309.0","97,474.0","94,294.0","0.53K","2.29%"
"04/30/2025","94,309.0","94,451.0","95,285.0","93,439.0","1.14K","-0.15%"
"04/29/2025","94,451.0","95,046.0","95,531.0","94,012.0","0.50K","-0.63%"
"04/28/2025","95,046.0","93,784.0","95,550.0","93,033.0","1.34K","1.35%"
"04/27/2025","93,784.0","94,693.0","95,369.0","93,738.0","0.40K","-0.96%"
"04/26/2025","94,693.0","94,707.0","95,228.0","94,083.0","0.31K","-0.01%"
"04/25/2025","94,702.0","93,940.0","95,800.0","92,921.0","0.71K","0.81%"
"04/24/2025","93,940.0","93,639.0","94,000.0","91,760.0","0.34K","0.32%"
"04/23/2025","93,639.0","93,303.0","94,415.0","91,919.0","1.30K","0.36%"
"04/22/2025","93,303.0","87,473.0","93,821.0","87,061.0","1.04K","6.66%"
"04/21/2025","87,473.0","85,019.0","88,345.0","84,940.0","0.92K","2.89%"
"04/20/2025","85,019.0","84,931.0","85,187.0","83,817.0","0.28K","0.10%"
"04/19/2025","84,934.0","84,363.0","85,522.0","84,311.0","0.35K","0.68%"
"04/18/2025","84,363.0","84,827.0","85,009.0","84,233.0","0.53K","-0.55%"
"04/17/2025","84,827.0","84,021.0","85,378.0","83,678.0","0.65K","0.96%"
"04/16/2025","84,021.0","83,667.0","85,451.0","83,112.0","0.34K","0.42%"
"04/15/2025","83,667.0","84,544.0","86,446.0","83,604.0","0.22K","-1.04%"
"04/14/2025","84,544.0","83,676.0","85,727.0","83,676.0","0.18K","1.03%"
"04/13/2025","83,683.0","85,259.0","85,911.0","83,006.0","0.29K","-1.85%"
"04/12/2025","85,259.0","83,372.0","85,832.0","82,762.0","0.19K","2.26%"
"04/11/2025","83,372.0","79,519.0","84,232.0","78,915.0","0.43K","4.80%"
"04/10/2025","79,553.0","82,542.0","82,699.0","78,499.0","0.81K","-3.62%"
"04/09/2025","82,542.0","76,332.0","83,582.0","74,636.0","1.88K","8.14%"
"04/08/2025","76,332.0","79,161.0","80,901.0","76,260.0","0.76K","-3.60%"
"04/07/2025","79,181.0","78,441.0","81,100.0","74,508.0","2.30K","0.94%"
"04/06/2025","78,441.0","83,598.0","83,807.0","77,178.0","1.33K","-6.17%"
"04/05/2025","83,598.0","83,841.0","84,219.0","82,425.0","0.50K","-0.29%"
"04/04/2025","83,841.0","83,191.0","84,695.0","81,634.0","0.75K","0.78%"
"04/03/2025","83,191.0","82,517.0","83,890.0","81,316.0","0.70K","0.85%"
"04/02/2025","82,493.0","85,197.0","88,461.0","82,335.0","0.64K","-3.17%"
"04/01/2025","85,197.0","82,673.0","85,535.0","82,571.0","0.47K","3.05%"
"03/31/2025","82,673.0","82,552.0","83,989.0","81,442.0","0.77K","0.15%"
"03/30/2025","82,553.0","82,866.0","83,697.0","81,754.0","0.77K","-0.37%"
"03/29/2025","82,861.0","84,573.0","84,779.0","81,861.0","0.54K","-2.02%"
"03/28/2025","84,573.0","87,317.0","87,578.0","83,773.0","1.23K","-3.14%"
"03/27/2025","87,317.0","87,094.0","87,934.0","85,919.0","0.20K","0.26%"
"03/26/2025","87,089.0","87,611.0","88,400.0","86,057.0","0.80K","-0.63%"
"03/25/2025","87,641.0","87,603.0","88,651.0","86,453.0","0.55K","0.03%"
"03/24/2025","87,614.0","86,267.0","88,860.0","85,714.0","0.34K","1.58%"
"03/23/2025","86,251.0","83,919.0","86,288.0","83,919.0","0.18K","2.78%"
"03/22/2025","83,919.0","84,144.0","84,594.0","83,791.0","0.09K","-0.27%"
"03/21/2025","84,144.0","84,296.0","84,932.0","83,311.0","0.31K","-0.18%"
"03/20/2025","84,296.0","87,048.0","87,621.0","83,783.0","0.41K","-3.14%"
"03/19/2025","87,029.0","82,933.0","87,182.0","82,774.0","0.67K","4.93%"
"03/18/2025","82,942.0","84,240.0","84,240.0","81,366.0","1.24K","-1.54%"
"03/17/2025","84,240.0","82,759.0","84,905.0","82,746.0","0.59K","1.79%"
"03/16/2025","82,759.0","84,536.0","85,179.0","82,191.0","0.33K","-2.10%"
"03/15/2025","84,536.0","84,207.0","84,911.0","83,832.0","0.34K","0.39%"
"03/14/2025","84,207.0","81,289.0","85,473.0","81,024.0","1.16K","3.59%"
"03/13/2025","81,289.0","83,856.0","84,490.0","80,101.0","0.44K","-3.06%"
"03/12/2025","83,856.0","83,163.0","84,600.0","80,881.0","1.11K","0.86%"
"03/11/2025","83,142.0","78,807.0","83,808.0","77,041.0","1.82K","5.60%"
"03/10/2025","78,734.0","80,893.0","84,045.0","77,793.0","2.39K","-2.67%"
"03/09/2025","80,893.0","86,494.0","86,823.0","80,259.0","1.59K","-6.47%"
"03/08/2025","86,493.0","87,042.0","87,140.0","85,495.0","0.87K","-0.60%"
"03/07/2025","87,014.0","90,120.0","91,379.0","85,141.0","1.43K","-3.45%"
"03/06/2025","90,120.0","90,848.0","92,997.0","88,071.0","0.58K","-0.80%"
"03/05/2025","90,848.0","87,470.0","91,190.0","86,632.0","0.97K","3.86%"
"03/04/2025","87,472.0","86,478.0","89,168.0","81,740.0","2.30K","1.15%"
"03/03/2025","86,475.0","94,488.0","94,620.0","85,428.0","1.72K","-8.48%"
"03/02/2025","94,487.0","86,397.0","95,283.0","85,368.0","2.33K","9.38%"
"03/01/2025","86,382.0","84,641.0","86,818.0","84,116.0","1.55K","2.02%"
"02/28/2025","84,672.0","85,007.0","85,302.0","78,651.0","4.08K","-0.41%"
"02/27/2025","85,021.0","84,470.0","87,299.0","83,000.0","2.19K","0.65%"
"02/26/2025","84,470.0","88,912.0","89,600.0","82,952.0","4.18K","-5.01%"
"02/25/2025","88,923.0","91,999.0","92,833.0","86,284.0","5.08K","-3.24%"
"02/24/2025","91,901.0","96,450.0","96,659.0","91,833.0","1.43K","-4.72%"
"02/23/2025","96,450.0","96,721.0","96,767.0","95,392.0","0.18K","-0.28%"
"02/22/2025","96,721.0","96,345.0","97,089.0","95,965.0","0.17K","0.39%"
"02/21/2025","96,345.0","98,433.0","99,572.0","95,026.0","0.69K","-2.12%"
"02/20/2025","98,433.0","96,801.0","98,862.0","96,615.0","0.20K","1.69%"
"02/19/2025","96,801.0","95,828.0","97,056.0","95,258.0","0.73K","1.02%"
"02/18/2025","95,828.0","95,955.0","96,832.0","93,633.0","1.75K","-0.13%"
"02/17/2025","95,955.0","96,264.0","97,163.0","95,444.0","0.65K","-0.32%"
"02/16/2025","96,264.0","97,574.0","97,723.0","96,159.0","0.23K","-1.34%"
"02/15/2025","97,574.0","97,489.0","97,969.0","97,271.0","0.06K","0.09%"
"02/14/2025","97,489.0","96,802.0","98,817.0","96,431.0","0.63K","0.71%"
"02/13/2025","96,802.0","98,007.0","98,166.0","95,422.0","0.74K","-1.23%"
"02/12/2025","98,007.0","95,950.0","98,200.0","94,398.0","1.61K","2.14%"
"02/11/2025","95,950.0","97,550.0","98,612.0","95,026.0","1.11K","-1.64%"
"02/10/2025","97,550.0","96,615.0","98,466.0","95,395.0","0.53K","0.97%"
"02/09/2025","96,615.0","96,582.0","97,357.0","94,995.0","0.90K","0.03%"
"02/08/2025","96,582.0","96,579.0","96,908.0","95,783.0","0.28K","0.00%"
"02/07/2025","96,579.0","96,678.0","100,160.0","95,680.0","0.66K","-0.10%"
"02/06/2025","96,678.0","96,614.0","99,221.0","95,922.0","1.08K","0.07%"
"02/05/2025","96,614.0","97,798.0","99,150.0","96,172.0","0.36K","-1.21%"
"02/04/2025","97,798.0","101,270.0","101,640.0","96,127.0","0.91K","-3.43%"
"02/03/2025","101,270.0","97,600.0","102,390.0","91,672.0","3.86K","3.76%"
"02/02/2025","97,600.0","100,700.0","101,460.0","96,251.0","2.14K","-3.08%"
"02/01/2025","100,700.0","102,470.0","102,790.0","100,380.0","0.26K","-1.73%"
"01/31/2025","102,470.0","104,740.0","106,010.0","101,680.0","0.40K","-2.17%"
"01/30/2025","104,740.0","103,780.0","106,520.0","103,450.0","0.34K","0.93%"
"01/29/2025","103,780.0","101,460.0","104,790.0","101,430.0","0.32K","2.29%"
"01/28/2025","101,460.0","102,300.0","103,800.0","100,380.0","0.42K","-0.82%"
"01/27/2025","102,300.0","102,670.0","103,300.0","97,823.0","1.23K","-0.36%"
"01/26/2025","102,670.0","104,700.0","105,440.0","102,660.0","0.33K","-1.94%"
"01/25/2025","104,700.0","104,800.0","105,260.0","104,100.0","0.14K","-0.10%"
"01/24/2025","104,800.0","103,930.0","107,030.0","102,720.0","0.52K","0.84%"
"01/23/2025","103,930.0","103,680.0","106,780.0","101,260.0","1.70K","0.24%"
"01/22/2025","103,680.0","106,150.0","106,290.0","103,400.0","0.51K","-2.33%"
"01/21/2025","106,150.0","102,170.0","107,360.0","100,140.0","1.12K","3.90%"
"01/20/2025","102,170.0","101,360.0","109,410.0","99,634.0","2.92K","0.80%"
"01/19/2025","101,360.0","104,490.0","106,370.0","99,675.0","1.04K","-3.00%"
"01/18/2025","104,490.0","104,040.0","104,950.0","102,200.0","0.54K","0.43%"
"01/17/2025","104,040.0","100,040.0","105,800.0","100,000.0","1.26K","4.00%"
"01/16/2025","100,040.0","100,490.0","100,790.0","97,381.0","0.67K","-0.45%"
"01/15/2025","100,490.0","96,701.0","100,660.0","96,664.0","0.73K","3.92%"
"01/14/2025","96,701.0","94,682.0","97,451.0","94,492.0","0.49K","2.13%"
"01/13/2025","94,682.0","94,574.0","95,967.0","89,939.0","1.85K","0.11%"
"01/12/2025","94,574.0","94,716.0","95,511.0","93,835.0","0.23K","-0.15%"
"01/11/2025","94,716.0","94,835.0","95,114.0","93,958.0","0.15K","-0.13%"
"01/10/2025","94,835.0","92,692.0","95,930.0","92,374.0","0.44K","2.31%"
"01/09/2025","92,692.0","95,198.0","95,476.0","91,431.0","1.31K","-2.63%"
"01/08/2025","95,198.0","97,006.0","97,339.0","92,863.0","1.60K","-1.86%"
"01/07/2025","97,006.0","102,290.0","102,760.0","96,218.0","1.09K","-5.17%"
"01/06/2025","102,290.0","98,400.0","102,550.0","98,004.0","0.83K","3.95%"
"01/05/2025","98,400.0","98,310.0","98,876.0","97,372.0","0.22K","0.08%"
"01/04/2025","98,319.0","98,179.0","98,781.0","97,601.0","0.15K","0.14%"
"01/03/2025","98,179.0","97,034.0","99,020.0","96,191.0","0.47K","1.18%"
"01/02/2025","97,034.0","94,757.0","97,887.0","94,521.0","0.58K","2.40%"
"01/01/2025","94,757.0","93,780.0","95,282.0","93,131.0","0.55K","1.04%"
"12/31/2024","93,780.0","92,982.0","96,400.0","92,175.0","1.12K","0.86%"
"12/30/2024","92,982.0","93,944.0","95,130.0","91,696.0","1.82K","-1.02%"
"12/29/2024","93,944.0","95,533.0","95,556.0","93,199.0","0.59K","-1.66%"
"12/28/2024","95,533.0","94,419.0","95,854.0","94,311.0","0.29K","1.18%"
"12/27/2024","94,419.0","95,883.0","97,534.0","93,630.0","0.53K","-1.53%"
"12/26/2024","95,883.0","99,420.0","99,900.0","95,309.0","0.75K","-3.56%"
"12/25/2024","99,420.0","98,750.0","99,566.0","97,732.0","0.48K","0.68%"
"12/24/2024","98,750.0","94,918.0","99,554.0","93,571.0","0.59K","4.04%"
"12/23/2024","94,918.0","95,201.0","96,529.0","92,666.0","1.79K","-0.30%"
"12/22/2024","95,201.0","97,289.0","97,435.0","94,333.0","0.91K","-2.15%"
"12/21/2024","97,289.0","97,857.0","99,507.0","96,428.0","0.58K","-0.58%"
"12/20/2024","97,857.0","97,515.0","98,180.0","92,454.0","3.64K","0.35%"
"12/19/2024","97,515.0","100,230.0","102,800.0","95,702.0","1.55K","-2.71%"
"12/18/2024","100,230.0","106,000.0","106,350.0","100,110.0","1.27K","-5.43%"
"12/17/2024","105,990.0","105,870.0","108,080.0","105,160.0","1.39K","0.11%"
"12/16/2024","105,870.0","104,340.0","107,580.0","103,230.0","1.88K","1.47%"
"12/15/2024","104,340.0","101,320.0","105,000.0","101,210.0","0.95K","2.98%"
"12/14/2024","101,320.0","101,370.0","102,470.0","100,560.0","0.67K","-0.05%"
"12/13/2024","101,370.0","100,010.0","101,840.0","99,228.0","0.56K","1.36%"
"12/12/2024","100,010.0","101,100.0","102,350.0","99,280.0","0.78K","-1.08%"
"12/11/2024","101,100.0","96,650.0","101,800.0","95,771.0","1.02K","4.60%"
"12/10/2024","96,650.0","97,500.0","98,357.0","94,400.0","0.78K","-0.87%"
"12/09/2024","97,500.0","101,240.0","101,280.0","94,255.0","1.58K","-3.69%"
"12/08/2024","101,240.0","99,936.0","101,480.0","98,803.0","0.42K","1.30%"
"12/07/2024","99,936.0","99,786.0","100,530.0","99,016.0","0.36K","0.15%"
"12/06/2024","99,786.0","96,833.0","101,900.0","96,283.0","1.46K","3.05%"
"12/05/2024","96,833.0","98,709.0","103,990.0","91,398.0","5.28K","-1.90%"
"12/04/2024","98,709.0","96,083.0","99,166.0","94,737.0","0.89K","2.75%"
"12/03/2024","96,065.0","95,925.0","96,402.0","93,792.0","1.52K","0.15%"
"12/02/2024","95,925.0","97,365.0","98,240.0","94,713.0","1.14K","-1.48%"
"12/01/2024","97,365.0","96,506.0","97,959.0","95,836.0","0.58K","0.89%"
"11/30/2024","96,506.0","97,579.0","97,580.0","96,222.0","0.35K","-1.08%"
"11/29/2024","97,564.0","95,761.0","98,682.0","95,511.0","0.68K","1.88%"
"11/28/2024","95,761.0","95,953.0","96,628.0","94,750.0","0.33K","-0.20%"
"11/27/2024","95,953.0","92,082.0","97,251.0","91,904.0","0.89K","4.20%"
"11/26/2024","92,082.0","93,133.0","95,083.0","90,911.0","1.06K","-1.13%"
"11/25/2024","93,133.0","97,828.0","98,690.0","92,866.0","1.68K","-4.80%"
"11/24/2024","97,828.0","97,538.0","98,381.0","95,611.0","0.78K","0.30%"
"11/23/2024","97,538.0","98,683.0","98,745.0","97,137.0","2.00K","-1.16%"
"11/22/2024","98,683.0","98,348.0","99,327.0","97,010.0","2.40K","0.34%"
"11/21/2024","98,348.0","94,243.0","98,700.0","93,996.0","2.83K","4.36%"
"11/20/2024","94,243.0","92,172.0","94,652.0","91,404.0","1.49K","2.25%"
"11/19/2024","92,172.0","90,535.0","93,751.0","90,430.0","2.04K","1.81%"
"11/18/2024","90,535.0","89,843.0","92,533.0","89,500.0","1.64K","0.77%"
"11/17/2024","89,843.0","90,538.0","91,423.0","88,758.0","0.89K","-0.77%"
"11/16/2024","90,538.0","91,015.0","91,743.0","90,088.0","0.75K","-0.52%"
"11/15/2024","91,015.0","87,305.0","91,854.0","87,120.0","1.20K","4.25%"
"11/14/2024","87,305.0","90,453.0","91,776.0","86,693.0","1.59K","-3.48%"
"11/13/2024","90,453.0","88,007.0","93,286.0","86,152.0","2.72K","2.78%"
"11/12/2024","88,007.0","88,566.0","89,933.0","85,128.0","2.92K","-0.63%"
"11/11/2024","88,566.0","80,367.0","89,528.0","80,244.0","3.62K","10.20%"
"11/10/2024","80,367.0","76,703.0","81,428.0","76,531.0","4.08K","4.78%"
"11/09/2024","76,703.0","76,496.0","76,888.0","75,746.0","0.31K","0.27%"
"11/08/2024","76,496.0","75,864.0","77,049.0","75,611.0","0.80K","0.83%"
"11/07/2024","75,864.0","75,580.0","76,655.0","74,397.0","1.43K","0.38%"
"11/06/2024","75,580.0","69,450.0","76,179.0","69,401.0","4.90K","8.83%"
"11/05/2024","69,450.0","67,858.0","70,598.0","67,541.0","0.78K","2.35%"
"11/04/2024","67,858.0","68,807.0","69,505.0","66,881.0","0.63K","-1.38%"
"11/03/2024","68,807.0","69,292.0","69,405.0","67,532.0","1.04K","-0.70%"
"11/02/2024","69,292.0","69,590.0","69,939.0","69,028.0","0.37K","-0.43%"
"11/01/2024","69,590.0","70,299.0","71,637.0","68,889.0","0.92K","-1.01%"
"10/31/2024","70,299.0","72,455.0","72,664.0","69,674.0","0.40K","-2.98%"
"10/30/2024","72,455.0","72,688.0","73,014.0","71,510.0","0.44K","-0.32%"
"10/29/2024","72,688.0","69,989.0","73,525.0","69,812.0","2.65K","3.86%"
"10/28/2024","69,989.0","68,035.0","70,287.0","67,660.0","0.73K","2.87%"
"10/27/2024","68,035.0","67,081.0","68,328.0","66,926.0","0.22K","1.42%"
"10/26/2024","67,081.0","66,734.0","67,445.0","66,456.0","0.13K","0.52%"
"10/25/2024","66,734.0","68,188.0","68,750.0","65,629.0","0.52K","-2.13%"
"10/24/2024","68,188.0","66,695.0","68,846.0","66,527.0","0.45K","2.24%"
"10/23/2024","66,695.0","67,405.0","67,436.0","65,265.0","0.45K","-1.05%"
"10/22/2024","67,405.0","67,425.0","67,824.0","66,648.0","0.40K","-0.03%"
"10/21/2024","67,425.0","69,045.0","69,554.0","66,942.0","0.58K","-2.35%"
"10/20/2024","69,045.0","68,360.0","69,375.0","68,116.0","0.31K","1.00%"
"10/19/2024","68,360.0","68,368.0","68,641.0","68,035.0","0.18K","-0.01%"
"10/18/2024","68,368.0","67,453.0","68,886.0","67,240.0","0.90K","1.36%"
"10/17/2024","67,453.0","67,657.0","67,962.0","66,724.0","0.38K","-0.30%"
"10/16/2024","67,657.0","67,123.0","68,367.0","66,861.0","1.16K","0.80%"
"10/15/2024","67,123.0","66,179.0","67,806.0","64,857.0","1.40K","1.43%"
"10/14/2024","66,179.0","62,986.0","66,555.0","62,601.0","0.81K","5.07%"
